Protein	logFC	AveExpr	t	P.Value	adj.P.Val	B	status	Comparison	Gene
Q61703	-2.45	16.18	-3.966663235843261	7.399131192377473e-4	0.012718506590140738	-0.66	Decreased	Venom + Actn 15mg vs Venom	Itih2
P02816	-1.67	23.03	-3.9666747495158994	7.398930529778339e-4	0.012718506590140738	-0.69	Decreased	Venom + Actn 15mg vs Venom	Pip
P63082	3.33	17.04	3.896407391578557	8.730213799510188e-4	0.014521394108288793	-0.85	Increased	Venom + Actn 15mg vs Venom	Atp6v0c
E9Q5G3	1.57	17.26	3.888002589028601	8.90462846262992e-4	0.014521394108288793	-0.87	Increased	Venom + Actn 15mg vs Venom	Kif23
P09813	-3.23	17.26	-3.8337792397204384	0.0010116156139765378	0.01608468826222695	-0.99	Decreased	Venom + Actn 15mg vs Venom	Apoa2
Q8VEM8	1.7	20.97	3.765114209514814	0.0011887718288330312	0.018440460564336777	-1.11	Increased	Venom + Actn 15mg vs Venom	Slc25a3
Q9DCV7	2.23	18.37	3.71700556789058	0.0013308923990270405	0.020153513470980898	-1.26	Increased	Venom + Actn 15mg vs Venom	Krt7
Q99PT1	-1.49	18.5	-3.6501731585171315	0.0015566160383787124	0.02302343721881072	-1.38	Decreased	Venom + Actn 15mg vs Venom	Arhgdia
O55134	-1.25	18.35	-3.607387904614039	0.0017205745138213332	0.02487012251796291	-1.48	Decreased	Venom + Actn 15mg vs Venom	Pcdh12
P01868;P01869	-2.06	19.23	-3.5679177823791757	0.001886882390525763	0.026381604368548972	-1.59	Decreased	Venom + Actn 15mg vs Venom	Ighg1
Q61129	-1.44	19.06	-3.56313009827825	0.0019081034606183219	0.026381604368548972	-1.6	Decreased	Venom + Actn 15mg vs Venom	Cfi
Q06770	-1.84	20.14	-3.5533565755910947	0.0019521566536743274	0.026416417696529196	-1.63	Decreased	Venom + Actn 15mg vs Venom	Serpina6
P59158	1.24	17.5	3.5214544169072277	0.0021030402921785704	0.02729660460868512	-1.65	Increased	Venom + Actn 15mg vs Venom	Slc12a3
Q9D2Z8	1.2	16.42	3.521932278814804	0.0021006976700509838	0.02729660460868512	-1.7	Increased	Venom + Actn 15mg vs Venom	Kif12
Q4KML4	-1.88	18.98	-3.4728611250010517	0.0023551749492879675	0.029600255435297776	-1.76	Decreased	Venom + Actn 15mg vs Venom	Abracl
P07309	-2.62	20.17	-3.469512445867418	0.0023736053886795386	0.029600255435297776	-1.78	Decreased	Venom + Actn 15mg vs Venom	Ttr
P29533	-1.5	23.12	-3.432111028189654	0.002589330488890887	0.03166950367181931	-1.86	Decreased	Venom + Actn 15mg vs Venom	Vcam1
Q8R3G9	0.96	17.02	3.4143304562757137	0.0026985237297137894	0.03178261281662908	-1.91	Increased	Venom + Actn 15mg vs Venom	Tspan8
P05201	-1.21	16.47	-3.414575292387737	0.002696989920050718	0.03178261281662908	-1.91	Decreased	Venom + Actn 15mg vs Venom	Got1
P15535	1.72	16.09	3.3983308516509316	0.00280063151501184	0.03213109591708119	-1.97	Increased	Venom + Actn 15mg vs Venom	B4galt1
Q9D7Z6	-1	17.07	-3.3939638375113237	0.0028291530996172112	0.03213109591708119	-1.97	Decreased	Venom + Actn 15mg vs Venom	Clca1
P01942	-4.41	24.27	-3.3314784651196585	0.003269789626743486	0.03524722377303147	-2.08	Decreased	Venom + Actn 15mg vs Venom	Hba
P19001	1.46	18.86	3.348487558868461	0.0031435979214818215	0.034631944447126875	-2.08	Increased	Venom + Actn 15mg vs Venom	Krt19
P11859	-1.2	20.85	-3.346477457814779	0.0031582590848008786	0.034631944447126875	-2.09	Decreased	Venom + Actn 15mg vs Venom	Agt
P15379	-1.17	21.02	-3.3017009786715574	0.0035027382103155346	0.03712902502934466	-2.09	Decreased	Venom + Actn 15mg vs Venom	Cd44
P11352	-1.06	17.01	-3.279098428494625	0.00369030426876849	0.03847595926125835	-2.15	Decreased	Venom + Actn 15mg vs Venom	Gpx1
P63101	-1.52	19.21	-3.2534494159722263	0.0039150342499836835	0.03960279960587636	-2.28	Decreased	Venom + Actn 15mg vs Venom	Ywhaz
B1AVD1	1.65	15.97	3.2525758275283323	0.003922918828883979	0.03960279960587636	-2.29	Increased	Venom + Actn 15mg vs Venom	Xpnpep2
Q05909	-1.08	17.3	-3.22354714865503	0.004193900331981005	0.04167688454906123	-2.33	Decreased	Venom + Actn 15mg vs Venom	Ptprg
O35930	-1.37	15.89	-3.167271342694863	0.004772091887127232	0.04669308369558338	-2.43	Decreased	Venom + Actn 15mg vs Venom	Gp1ba
P06909	-1.59	18.5	-3.1008685475889237	0.0055542736895037	0.05074574994471009	-2.52	Not significant	Venom + Actn 15mg vs Venom	Cfh
P19783	0.99	17.04	3.148275468706815	0.004984211591589283	0.04802967533713309	-2.52	Increased	Venom + Actn 15mg vs Venom	Cox4i1
O35129	1.01	16.47	3.109901851028348	0.005440985968271177	0.05074574994471009	-2.55	Not significant	Venom + Actn 15mg vs Venom	Phb2
P14211	-1.27	17.86	-3.1114525323954374	0.00542176520503805	0.05074574994471009	-2.57	Not significant	Venom + Actn 15mg vs Venom	Calr
Q05793	-1.21	18.76	-3.088064764178708	0.0057187699309206	0.05122729121219016	-2.58	Not significant	Venom + Actn 15mg vs Venom	Hspg2
P13707	-1.11	16.91	-3.098431677989585	0.005585224050518406	0.05074574994471009	-2.62	Not significant	Venom + Actn 15mg vs Venom	Gpd1
Q923D2	-1.46	17.95	-3.0422571133209524	0.006346775690092034	0.05311249130129649	-2.68	Not significant	Venom + Actn 15mg vs Venom	Blvrb
O35453	-1.3	18.55	-3.05944096874972	0.006103746279007523	0.05311249130129649	-2.71	Not significant	Venom + Actn 15mg vs Venom	Hpn
Q99N23	-0.96	19.98	-3.049359327335784	0.0062452167760680055	0.05311249130129649	-2.73	Not significant	Venom + Actn 15mg vs Venom	Ca15
Q03265	1.31	19.84	3.0489186973255147	0.006251471652905003	0.05311249130129649	-2.74	Not significant	Venom + Actn 15mg vs Venom	Atp5f1a
Q91VA1	1.22	18.08	3.047295113083507	0.0062745712196460215	0.05311249130129649	-2.74	Not significant	Venom + Actn 15mg vs Venom	Slc44a4
Q02819	-1.52	19.24	-2.9832366851224013	0.00725471042212989	0.05877179844295044	-2.8	Not significant	Venom + Actn 15mg vs Venom	Nucb1
Q9ET66	-1.63	17.58	-3.005432124149133	0.00689946400175898	0.0569877805859573	-2.83	Not significant	Venom + Actn 15mg vs Venom	Pi16
P97384	1.02	18.53	2.9748978577363525	0.0073926790494277285	0.05877179844295044	-2.86	Not significant	Venom + Actn 15mg vs Venom	Anxa11
P15501	-8.08	22.55	-2.9669325232249233	0.007526825561999594	0.05909951922755237	-2.88	Not significant	Venom + Actn 15mg vs Venom	Sbp
P07744	3.41	19.57	2.979623131872238	0.0073141905589575356	0.05877179844295044	-2.88	Not significant	Venom + Actn 15mg vs Venom	Krt4
P02088	-4.29	23.98	-2.8862792530044947	0.009023797456542696	0.06998945344342872	-3.05	Not significant	Venom + Actn 15mg vs Venom	Hbb-b1
O09133	-2.04	20.25	-2.8466884672941704	0.009859347322732597	0.07554873370190279	-3.15	Not significant	Venom + Actn 15mg vs Venom	Smr2
Q921I1	-1.81	23.43	-2.797833159813748	0.010992678048868304	0.08036026711586484	-3.25	Not significant	Venom + Actn 15mg vs Venom	Tf
Q08761	1.23	16.8	2.8041130422645506	0.010840322506521385	0.08036026711586484	-3.25	Not significant	Venom + Actn 15mg vs Venom	Pros1
Q61847	0.73	20.93	2.8010899796414086	0.010913411426402573	0.08036026711586484	-3.26	Not significant	Venom + Actn 15mg vs Venom	Mep1b
Q8K182	-2.83	16.47	-2.7984787868827823	0.010976920824908844	0.08036026711586484	-3.26	Not significant	Venom + Actn 15mg vs Venom	C8a
Q9JJU8	-1.3	16.16	-2.7841803695856884	0.011330985476745284	0.08154327607574416	-3.29	Not significant	Venom + Actn 15mg vs Venom	Sh3bgrl
Q8K0L3	1.37	16.48	2.7810109267278365	0.01141093014267489	0.08154327607574416	-3.3	Not significant	Venom + Actn 15mg vs Venom	Acsm2
P49935	1.29	15.48	2.7700543328056324	0.011691456090249883	0.08261962303776584	-3.32	Not significant	Venom + Actn 15mg vs Venom	Ctsh
P06728	-2.12	18.82	-2.739504990669208	0.012508723233952895	0.08652783218509966	-3.35	Not significant	Venom + Actn 15mg vs Venom	Apoa4
Q9R069	-1.01	17.57	-2.734322341015974	0.012652654706311741	0.08652783218509966	-3.37	Not significant	Venom + Actn 15mg vs Venom	Bcam
Q8K2B3	1.02	15.18	2.7369393523282017	0.012579779940657393	0.08652783218509966	-3.39	Not significant	Venom + Actn 15mg vs Venom	Sdha
Q60930	1.71	21.48	2.6612171239495943	0.014858090750309095	0.10052920975741048	-3.55	Not significant	Venom + Actn 15mg vs Venom	Vdac2
P14094	0.92	18.5	2.6284773250102593	0.015959631487727045	0.10684553290730948	-3.61	Not significant	Venom + Actn 15mg vs Venom	Atp1b1
P10923	-1.53	24.44	-2.6065532204758433	0.01673991533493975	0.11015419163411669	-3.63	Not significant	Venom + Actn 15mg vs Venom	Spp1
A6X935	-1.53	17.78	-2.5948467127796566	0.01717114908280337	0.11031162441073679	-3.64	Not significant	Venom + Actn 15mg vs Venom	Itih4
P19221	1.46	21.29	2.604898459397067	0.016800246208347986	0.11015419163411669	-3.66	Not significant	Venom + Actn 15mg vs Venom	F2
Q60931	1.66	20.02	2.598133355201254	0.01704903333385019	0.11031162441073679	-3.67	Not significant	Venom + Actn 15mg vs Venom	Vdac3
Q8R242	1.24	22.53	2.5887295048497596	0.017400632106953175	0.11066802020022219	-3.69	Not significant	Venom + Actn 15mg vs Venom	Ctbs
P01027	-1.4	20.55	-2.5480394611272814	0.01900212531760329	0.11620530482688164	-3.71	Not significant	Venom + Actn 15mg vs Venom	C3
Q91X72	-1.39	20.98	-2.560267655211628	0.01850683960549311	0.11539558812836881	-3.73	Not significant	Venom + Actn 15mg vs Venom	Hpx
P29699	-1.62	16.91	-2.5642066780247488	0.018349895940357314	0.11539558812836881	-3.74	Not significant	Venom + Actn 15mg vs Venom	Ahsg
O08644	0.86	17.52	2.5497440041180695	0.01893234612478074	0.11620530482688164	-3.77	Not significant	Venom + Actn 15mg vs Venom	Ephb6
Q9DCW4	1.04	17.11	2.5360019827450406	0.01950182281274743	0.11812532675149871	-3.79	Not significant	Venom + Actn 15mg vs Venom	Etfb
P02089	-4.1	22.39	-2.5223625471008893	0.02008291038598346	0.12049746231590075	-3.8	Not significant	Venom + Actn 15mg vs Venom	Hbb-b2
P54818	0.82	20.55	2.484908959836696	0.021763091932787457	0.1280712884172691	-3.85	Not significant	Venom + Actn 15mg vs Venom	Galc
P08228	-1.15	17.48	-2.4729484306655714	0.02232675654470095	0.12908924693118004	-3.87	Not significant	Venom + Actn 15mg vs Venom	Sod1
P09103	-1.01	17.36	-2.496403103152655	0.02123396463418581	0.12621309819945958	-3.87	Not significant	Venom + Actn 15mg vs Venom	P4hb
P09803	-1.23	21.58	-2.4621733218791664	0.02284620149507556	0.13090255991773023	-3.9	Not significant	Venom + Actn 15mg vs Venom	Cdh1
P56135	0.75	18.59	2.4809255484928068	0.021949324587236377	0.1280712884172691	-3.9	Not significant	Venom + Actn 15mg vs Venom	Atp5mf
Q9R0G6	-1.55	17.11	-2.455391625887456	0.023178892246748645	0.13162299525832266	-3.95	Not significant	Venom + Actn 15mg vs Venom	Comp
Q60825	1.09	17.23	2.4053257591536545	0.02577827163911922	0.14459731265626796	-4.02	Not significant	Venom + Actn 15mg vs Venom	Slc34a1
Q9CQQ7	0.78	17.51	2.4027624796879175	0.025918386230840484	0.14459731265626796	-4.06	Not significant	Venom + Actn 15mg vs Venom	Atp5pb
P17439	-0.75	18	-2.362142616695772	0.028235237460977333	0.15480699159639294	-4.08	Not significant	Venom + Actn 15mg vs Venom	Gba1
P51885	-1.58	17.7	-2.3853043271151266	0.026891657050244912	0.1487225555126588	-4.09	Not significant	Venom + Actn 15mg vs Venom	Lum
P32261	-1.42	17.37	-2.305672705766031	0.0317754351149418	0.17272800626583748	-4.19	Not significant	Venom + Actn 15mg vs Venom	Serpinc1
P12023	1.06	15.55	2.301061314867178	0.03208189745040321	0.17291598964793595	-4.23	Not significant	Venom + Actn 15mg vs Venom	App
P68372	0.69	17.98	2.284354462776887	0.03321512070721834	0.17751946865370474	-4.26	Not significant	Venom + Actn 15mg vs Venom	Tubb4b
P41317	-0.81	17.33	-2.216160700920916	0.038232239323128005	0.19461333779878995	-4.29	Not significant	Venom + Actn 15mg vs Venom	Mbl2
Q9JIZ9	0.85	18.98	2.2658545001299415	0.03451282467234751	0.1829179707634418	-4.32	Not significant	Venom + Actn 15mg vs Venom	Plscr3
Q91VW3	-1.1	23.15	-2.2260345894033873	0.03746524713656412	0.19461333779878995	-4.34	Not significant	Venom + Actn 15mg vs Venom	Sh3bgrl3
P21460	-1.11	21.58	-2.247731041499482	0.0358290827996289	0.188324765789785	-4.35	Not significant	Venom + Actn 15mg vs Venom	Cst3
P35278	-0.78	16.22	-2.2175705492695452	0.038121853069398484	0.19461333779878995	-4.41	Not significant	Venom + Actn 15mg vs Venom	Rab5c
Q9EQ20	1.18	16.05	2.2159408807384864	0.0382494767686301	0.19461333779878995	-4.41	Not significant	Venom + Actn 15mg vs Venom	Aldh6a1
Q61171	-2.21	18.68	-2.175381555235305	0.04155409709089683	0.2080976830693731	-4.46	Not significant	Venom + Actn 15mg vs Venom	Prdx2
Q61543	0.75	19.62	2.176200189842182	0.04148490457053581	0.2080976830693731	-4.48	Not significant	Venom + Actn 15mg vs Venom	Glg1
P57780	0.97	18.26	2.1646851107675205	0.04246787588654772	0.21101225831128398	-4.5	Not significant	Venom + Actn 15mg vs Venom	Actn4
P29788	-1.13	18.39	-2.152730839377707	0.043510684563236285	0.2145177936606068	-4.52	Not significant	Venom + Actn 15mg vs Venom	Vtn
P52760	1.35	16.71	2.1033915299968946	0.048064826029329065	0.23335289583704796	-4.59	Not significant	Venom + Actn 15mg vs Venom	Rida
O09043	0.69	25.03	2.110288654015867	0.04740331393759726	0.23191159741778353	-4.6	Not significant	Venom + Actn 15mg vs Venom	Napsa
Q62165	-1.88	18.68	-2.086421147702874	0.04972808638151388	0.23705612442501156	-4.61	Not significant	Venom + Actn 15mg vs Venom	Dag1
P30412	-1.21	15.27	-2.0917480026681297	0.049200499910847455	0.23705612442501156	-4.63	Not significant	Venom + Actn 15mg vs Venom	Ppic
Q80YC5	-0.84	17.64	-2.0286876097865814	0.05578147000411028	0.25523032318427435	-4.64	Not significant	Venom + Actn 15mg vs Venom	F12
Q61207	1.2	18.56	2.0842379293051465	0.049945787221621935	0.23705612442501156	-4.65	Not significant	Venom + Actn 15mg vs Venom	Psap
Q9JII6	-0.95	19.28	-2.0794296627498405	0.05042827627061932	0.23757321265269546	-4.65	Not significant	Venom + Actn 15mg vs Venom	Akr1a1
Q61282	-0.87	19.49	-2.0052029453916376	0.05842710344019185	0.26354353041107814	-4.69	Not significant	Venom + Actn 15mg vs Venom	Acan
Q8VC60	0.77	20.54	2.032101164003662	0.05540597481614974	0.25523032318427435	-4.7	Not significant	Venom + Actn 15mg vs Venom	Glb1l
Q91VD9	0.94	15.74	2.0416731309472693	0.054365090198283596	0.2542367453390321	-4.72	Not significant	Venom + Actn 15mg vs Venom	Ndufs1
Q9DBH5	-1.09	19.43	-2.0377977036605825	0.05478438619841181	0.2543275154904373	-4.73	Not significant	Venom + Actn 15mg vs Venom	Lman2
Q9D687	0.83	18.57	1.894327260067169	0.07248610391448247	0.29552026980519774	-4.73	Not significant	Venom + Actn 15mg vs Venom	Slc6a19
P17751	-0.69	20.14	-2.0112949876740114	0.057730259845150476	0.26226032329654075	-4.74	Not significant	Venom + Actn 15mg vs Venom	Tpi1
P11438	0.96	18.71	1.9880656331562736	0.06042779002025203	0.2706484116400021	-4.81	Not significant	Venom + Actn 15mg vs Venom	Lamp1
P01132	0.95	27.27	1.9769486573050798	0.06175804875213863	0.27276471532194563	-4.82	Not significant	Venom + Actn 15mg vs Venom	Egf
Q8BMS1	1.19	16.45	1.9818340020738365	0.06117029167202858	0.27205808044342783	-4.82	Not significant	Venom + Actn 15mg vs Venom	Hadha
Q07076	0.51	16.9	1.9723378125394648	0.062317382326595845	0.2733369321359652	-4.83	Not significant	Venom + Actn 15mg vs Venom	Anxa7
Q9WU78	0.61	16.79	1.966851533200559	0.06298877588911299	0.2743894620923004	-4.85	Not significant	Venom + Actn 15mg vs Venom	Pdcd6ip
P54754	0.61	17.9	1.938415600214419	0.06657259788073387	0.28226781501431164	-4.87	Not significant	Venom + Actn 15mg vs Venom	Ephb3
P11627	-0.81	17.42	-1.9465213133572818	0.06553305788612301	0.28226781501431164	-4.88	Not significant	Venom + Actn 15mg vs Venom	L1cam
Q9CQI6	-0.91	17.04	-1.9201433246306894	0.06896965148445698	0.28669737479813495	-4.89	Not significant	Venom + Actn 15mg vs Venom	Cotl1
Q64331	0.49	16.92	1.944032903720874	0.06585065118190894	0.28226781501431164	-4.89	Not significant	Venom + Actn 15mg vs Venom	Myo6
Q571E4	1.17	20.52	1.9391645544069331	0.06647593784094485	0.28226781501431164	-4.9	Not significant	Venom + Actn 15mg vs Venom	Galns
P20060	0.54	22.35	1.93111252861765	0.067521670128792885	0.2843959086219356	-4.91	Not significant	Venom + Actn 15mg vs Venom	Hexb
Q8BXK9	-0.84	17.33	-1.9226316933405923	0.06863879291008829	0.28669737479813495	-4.92	Not significant	Venom + Actn 15mg vs Venom	Clic5
P21614	-1.22	18.29	-1.915162699729168	0.06963611699912146	0.28758811955481334	-4.92	Not significant	Venom + Actn 15mg vs Venom	Gc
Q9R097	0.52	16.91	1.8659172893532494	0.0765372580005469	0.3080866841034673	-4.93	Not significant	Venom + Actn 15mg vs Venom	Spint1
Q9JHI5	0.67	18.66	1.9094737559197377	0.07040430895238414	0.28888477737881496	-4.94	Not significant	Venom + Actn 15mg vs Venom	Ivd
Q9JK39	-1.09	16.04	-1.8786356670931168	0.07469973888712339	0.30260531167013044	-4.98	Not significant	Venom + Actn 15mg vs Venom	Btnl10
P07141	0.85	16.62	1.6746943577496496	0.1092981163617521	0.36992244630831944	-5.05	Not significant	Venom + Actn 15mg vs Venom	Csf1
Q8BZT5	0.91	17.56	1.7715225385977584	0.09145307300044986	0.34706170901152245	-5.06	Not significant	Venom + Actn 15mg vs Venom	Lrrc19
P06683	-0.95	18.17	-1.8376042245336415	0.08077059570107094	0.32308238280428375	-5.06	Not significant	Venom + Actn 15mg vs Venom	C9
Q925F2	0.81	18.18	1.7263283158447624	0.09944359602816197	0.3613482761058011	-5.09	Not significant	Venom + Actn 15mg vs Venom	Esam
P51881	1.07	17.83	1.8025272702519568	0.0862974460199696	0.34199338293108	-5.12	Not significant	Venom + Actn 15mg vs Venom	Slc25a5
P01867	-0.79	15.7	-1.7729784248064246	0.09120515200735342	0.34706170901152245	-5.12	Not significant	Venom + Actn 15mg vs Venom	Ighg2b
Q9ES89	-0.64	17.99	-1.8008251786097849	0.08657379662249039	0.34199338293108	-5.12	Not significant	Venom + Actn 15mg vs Venom	Extl2
Q8VHY0	-0.68	17.66	-1.7968288540938906	0.08722565713596298	0.3424414687560028	-5.13	Not significant	Venom + Actn 15mg vs Venom	Cspg4
P07356	1.08	18.21	1.7738825902685467	0.09105147528577895	0.34706170901152245	-5.15	Not significant	Venom + Actn 15mg vs Venom	Anxa2
P55014	0.76	18.5	1.7848597679222733	0.08920351621618533	0.34682753951624956	-5.15	Not significant	Venom + Actn 15mg vs Venom	Slc12a1
P47738	0.5	18	1.7670265167066854	0.09222237236312467	0.34706170901152245	-5.15	Not significant	Venom + Actn 15mg vs Venom	Aldh2
Q9WV54	0.86	21.77	1.7834828697452454	0.0894335164790329	0.34682753951624956	-5.15	Not significant	Venom + Actn 15mg vs Venom	Asah1
Q8BKG3	0.62	17.22	1.7697309566969925	0.09175895789218844	0.34706170901152245	-5.16	Not significant	Venom + Actn 15mg vs Venom	Ptk7
P16858	-0.8	17.63	-1.749446872432	0.09528420130757277	0.35232995367218767	-5.17	Not significant	Venom + Actn 15mg vs Venom	Gapdh
Q60928	0.62	20.75	1.7600131916740922	0.09343354950593641	0.3495513969751503	-5.19	Not significant	Venom + Actn 15mg vs Venom	Ggt1
O09159	0.48	21.14	1.7565493664003906	0.09403678325662901	0.34975084298956755	-5.19	Not significant	Venom + Actn 15mg vs Venom	Man2b1
P61110	1.37	17.99	1.7155787505638456	0.10143005659316144	0.3613482761058011	-5.21	Not significant	Venom + Actn 15mg vs Venom	Kap
P97821	-1.12	18.57	-1.7188564448454275	0.10082078738848892	0.3613482761058011	-5.23	Not significant	Venom + Actn 15mg vs Venom	Ctsc
P17047	0.75	19.21	1.6946180300532654	0.10540124838824276	0.36992244630831944	-5.23	Not significant	Venom + Actn 15mg vs Venom	Lamp2
P52480	-0.53	17.92	-1.680441437570119	0.10816166840712667	0.36992244630831944	-5.23	Not significant	Venom + Actn 15mg vs Venom	Pkm
P08003	0.96	15.97	1.7290604611941596	0.09894405804471802	0.3613482761058011	-5.23	Not significant	Venom + Actn 15mg vs Venom	Pdia4
P11590	-1.22	20.25	-1.7282905589379367	0.0990846066076893	0.3613482761058011	-5.24	Not significant	Venom + Actn 15mg vs Venom	Mup4
Q8CIF4	-0.73	19.5	-1.7105228987918633	0.102376033470107	0.36172865159437806	-5.24	Not significant	Venom + Actn 15mg vs Venom	Btd
Q8K3J9	0.74	18.57	1.7144131688761697	0.10164747719601533	0.3613482761058011	-5.26	Not significant	Venom + Actn 15mg vs Venom	Gprc5c
P62806	1.59	20.72	1.714130726074311	0.10170022236311069	0.3613482761058011	-5.26	Not significant	Venom + Actn 15mg vs Venom	H4c1
Q9Z222	0.64	17.35	1.6748798115772427	0.10926128623462797	0.36992244630831944	-5.28	Not significant	Venom + Actn 15mg vs Venom	B3GNT2
Q8R007	-0.82	16.29	-1.6486172780258934	0.11458289610493542	0.36992244630831944	-5.29	Not significant	Venom + Actn 15mg vs Venom	Nectin4
Q9JLF6	0.65	15.77	1.6866958879785212	0.10693632789462955	0.36992244630831944	-5.3	Not significant	Venom + Actn 15mg vs Venom	Tgm1
O35664	-0.7	17.31	-1.6593001582483136	0.11239230401032764	0.36992244630831944	-5.31	Not significant	Venom + Actn 15mg vs Venom	Ifnar2
O88531	0.64	19.5	1.6554867220606022	0.11317016722352959	0.36992244630831944	-5.31	Not significant	Venom + Actn 15mg vs Venom	Ppt1
Q61805	0.93	16.82	1.679919964601747	0.10826437010529914	0.36992244630831944	-5.31	Not significant	Venom + Actn 15mg vs Venom	Lbp
P51910	-1.36	18.33	-1.6732833839457286	0.10957867370921218	0.36992244630831944	-5.32	Not significant	Venom + Actn 15mg vs Venom	Apod
Q920R6	0.58	17.91	1.6718195034091499	0.10987039738403889	0.36992244630831944	-5.32	Not significant	Venom + Actn 15mg vs Venom	Atp6v0a4
Q9D8B3	0.49	17.62	1.6666258668247027	0.1109107170616584	0.36992244630831944	-5.33	Not significant	Venom + Actn 15mg vs Venom	Chmp4b
Q9R0P5	0.77	18.23	1.659768523225276	0.11229708019007309	0.36992244630831944	-5.33	Not significant	Venom + Actn 15mg vs Venom	Dstn
Q99KR8	-0.66	18.23	-1.6563681160696635	0.112989976879778	0.36992244630831944	-5.35	Not significant	Venom + Actn 15mg vs Venom	Fuca2
O08692	-1.06	17.56	-1.6293414557337287	0.11862688202334365	0.37912913048666613	-5.35	Not significant	Venom + Actn 15mg vs Venom	Ngp
Q8K0H1	0.47	16.23	1.6427968622681577	0.11579153297133023	0.37193643924124253	-5.35	Not significant	Venom + Actn 15mg vs Venom	Slc47a1
Q3UZZ4	-0.78	17.65	-1.6487091329105132	0.11456390783026425	0.36992244630831944	-5.35	Not significant	Venom + Actn 15mg vs Venom	Olfm4
P50429	-0.61	20.49	-1.651438775918627	0.11400084850238107	0.36992244630831944	-5.36	Not significant	Venom + Actn 15mg vs Venom	Arsb
Q9CZT5	-0.79	18.17	-1.6503802989636729	0.11421890816893325	0.36992244630831944	-5.36	Not significant	Venom + Actn 15mg vs Venom	Vasn
O35639	-0.84	16.6	-1.6155683625112365	0.12158953998421698	0.38473108174110443	-5.36	Not significant	Venom + Actn 15mg vs Venom	Anxa3
