Protein	logFC	AveExpr	t	P.Value	adj.P.Val	B	status	Comparison	Gene
Q01149	-1.34	16.31	-3.312325430126385	0.003417820324054675	0.03813567940524163	-2.02	Decreased	Venom + JPM-OEt 50mg vs NaCl	Col1a2
Q61096	1.46	17.33	3.2928699985906427	0.003574886751991583	0.039200482314942185	-2.09	Increased	Venom + JPM-OEt 50mg vs NaCl	Prtn3
Q9JLF6	-1.66	15.77	-3.195382492384279	0.004474195020956527	0.04563515137274004	-2.09	Decreased	Venom + JPM-OEt 50mg vs NaCl	Tgm1
P07361	2.27	18.92	3.213424415615214	0.004292616139438061	0.0447558010603706	-2.1	Increased	Venom + JPM-OEt 50mg vs NaCl	Orm2
P11087	-2.16	23.28	-3.2763605977658075	0.003713679171160198	0.040032202590811625	-2.12	Decreased	Venom + JPM-OEt 50mg vs NaCl	Col1a1
Q9ES30	-1.42	16.05	-3.2662714110738125	0.0038010716520547757	0.040291359511780624	-2.14	Decreased	Venom + JPM-OEt 50mg vs NaCl	C1qtnf3
Q9DB77	1.86	16.37	3.1275037042633396	0.005226637673182615	0.04961405313647974	-2.24	Increased	Venom + JPM-OEt 50mg vs NaCl	Uqcrc2
P10493	2.5	20.98	3.1908991368233255	0.00452046310767708	0.04563515137274004	-2.27	Increased	Venom + JPM-OEt 50mg vs NaCl	Nid1
P51881	1.88	17.83	3.1728434968362724	0.004711551129342895	0.046601138582969714	-2.35	Increased	Venom + JPM-OEt 50mg vs NaCl	Slc25a5
P10649	-1.29	20.51	-3.1681317126648416	0.004762694980963885	0.046601138582969714	-2.36	Decreased	Venom + JPM-OEt 50mg vs NaCl	Gstm1
P07759	-1.61	25.2	-3.1479367573787878	0.004988075709008289	0.048066911377716244	-2.4	Decreased	Venom + JPM-OEt 50mg vs NaCl	Serpina3k
Q8BMS1	1.88	16.45	3.111269549173564	0.005424029861092988	0.05073063223022266	-2.48	Not significant	Venom + JPM-OEt 50mg vs NaCl	Hadha
Q8BFR5	2.08	16.03	3.1031379864307795	0.005525599302454769	0.050931610961756996	-2.49	Not significant	Venom + JPM-OEt 50mg vs NaCl	Tufm
O35657	-1.28	21.78	-3.0750945577160493	0.0058902093580791405	0.05256291956277941	-2.49	Not significant	Venom + JPM-OEt 50mg vs NaCl	Neu1
Q6IFX2	-1.91	18.41	-3.0775455436379513	0.005857435730745627	0.05256291956277941	-2.55	Not significant	Venom + JPM-OEt 50mg vs NaCl	Krt42
P62814	1.4	17.95	3.0706185533912307	0.0059505191957863485	0.05256291956277941	-2.57	Not significant	Venom + JPM-OEt 50mg vs NaCl	Atp6v1b2
Q9D0M3	1.75	16.26	3.064209617614232	0.0060379145279683	0.052604296435449845	-2.57	Not significant	Venom + JPM-OEt 50mg vs NaCl	Cyc1
A6X935	1.94	17.78	3.0146732636505433	0.006756555454400386	0.05701543135179644	-2.59	Not significant	Venom + JPM-OEt 50mg vs NaCl	Itih4
P00687	2.1	19.88	3.033248086917803	0.006477898805231959	0.05567491405577738	-2.65	Not significant	Venom + JPM-OEt 50mg vs NaCl	Amy1
O08692	-2.1	17.56	-2.9768292686202558	0.0073605000918415915	0.057793556276682125	-2.67	Not significant	Venom + JPM-OEt 50mg vs NaCl	Ngp
Q8VC60	-1.16	20.54	-2.9982143855176817	0.007013105271566624	0.05701543135179644	-2.67	Not significant	Venom + JPM-OEt 50mg vs NaCl	Glb1l
Q9CZU6	1.25	16.91	2.993581059914377	0.007087004524124488	0.05701543135179644	-2.69	Not significant	Venom + JPM-OEt 50mg vs NaCl	Cs
P08228	-1.35	17.48	-2.9920509185343236	0.007111573986750616	0.05701543135179644	-2.71	Not significant	Venom + JPM-OEt 50mg vs NaCl	Sod1
P48962	1.73	15.95	2.988324535998692	0.007171752371295149	0.05701543135179644	-2.71	Not significant	Venom + JPM-OEt 50mg vs NaCl	Slc25a4
P30275	1.84	17.27	2.99424645803894	0.007076345779540857	0.05701543135179644	-2.73	Not significant	Venom + JPM-OEt 50mg vs NaCl	Ckmt1
P13634	1.35	23.27	2.9623956115358987	0.007604277351706502	0.05897951702055287	-2.75	Not significant	Venom + JPM-OEt 50mg vs NaCl	Ca1
Q64433	1.4	18.64	2.9228032013755816	0.008313510321716665	0.06234967995913637	-2.83	Not significant	Venom + JPM-OEt 50mg vs NaCl	Hspe1
Q923D2	1.66	17.95	2.841179323155852	0.009981327063320524	0.06996490073319467	-2.84	Not significant	Venom + JPM-OEt 50mg vs NaCl	Blvrb
P50518	1.35	17.41	2.9397822438433576	0.008001898421448153	0.061315751759530426	-2.84	Not significant	Venom + JPM-OEt 50mg vs NaCl	Atp6v1e1
P11247	-1.8	17.01	-2.831338645002705	0.010202812821387625	0.06996490073319467	-2.85	Not significant	Venom + JPM-OEt 50mg vs NaCl	Mpo
P17439	-1.03	18	-2.868293852536501	0.009394601101482707	0.0678973443243523	-2.86	Not significant	Venom + JPM-OEt 50mg vs NaCl	Gba1
O35405	-1.16	21.81	-2.8873363852860514	0.009002444904744993	0.06657622045834669	-2.86	Not significant	Venom + JPM-OEt 50mg vs NaCl	Pld3
B5X0G2	-2.69	16.88	-2.9217671460855343	0.008332897478815396	0.06234967995913637	-2.86	Not significant	Venom + JPM-OEt 50mg vs NaCl	Mup17
P01887	-1.75	22	-2.881713969751364	0.009116568490193464	0.06664525930762119	-2.87	Not significant	Venom + JPM-OEt 50mg vs NaCl	B2m
Q9Z2K1	-1.93	18.8	-2.853849571045659	0.00970292154599695	0.06933773149723663	-3.02	Not significant	Venom + JPM-OEt 50mg vs NaCl	Krt16
O35409	-1.3	15.47	-2.816779787526736	0.01053912671709835	0.07130728289441012	-3.05	Not significant	Venom + JPM-OEt 50mg vs NaCl	Folh1
P62962	-1.3	17.45	-2.8301133865827386	0.01023071661664639	0.06996490073319467	-3.06	Not significant	Venom + JPM-OEt 50mg vs NaCl	Pfn1
Q9EQ20	1.5	16.05	2.8306631757422944	0.010218186815587229	0.06996490073319467	-3.07	Not significant	Venom + JPM-OEt 50mg vs NaCl	Aldh6a1
Q920R6	0.96	17.91	2.7916925904944825	0.011143627812193285	0.07460365566899925	-3.15	Not significant	Venom + JPM-OEt 50mg vs NaCl	Atp6v0a4
P09470	-0.81	21.19	-2.7684272699157564	0.011733670593994135	0.07773556768521114	-3.15	Not significant	Venom + JPM-OEt 50mg vs NaCl	Ace
Q80X71	-1.26	18.18	-2.615530928706277	0.01641614258055324	0.10763573898177176	-3.49	Not significant	Venom + JPM-OEt 50mg vs NaCl	Tmem106b
Q9CQF9	-1.09	17.5	-2.5911529209896558	0.01730937587319958	0.11116916330760808	-3.5	Not significant	Venom + JPM-OEt 50mg vs NaCl	Pcyox1
Q9QWR8	-0.91	19.93	-2.561092871065274	0.018473856173794545	0.11633042105478546	-3.53	Not significant	Venom + JPM-OEt 50mg vs NaCl	Naga
P12265	-2.48	20.24	-2.600701224176407	0.01695419370074263	0.1100292570782889	-3.53	Not significant	Venom + JPM-OEt 50mg vs NaCl	Gusb
Q91YR9	-1.34	15.89	-2.5866465924736217	0.017479428193020136	0.11116916330760808	-3.57	Not significant	Venom + JPM-OEt 50mg vs NaCl	Ptgr1
Q02257	-1.42	17.36	-2.5207028494223938	0.020154716833117172	0.12567058731237765	-3.7	Not significant	Venom + JPM-OEt 50mg vs NaCl	Jup
P26443	1.43	16.13	2.5151435644457902	0.020396994646299977	0.12594649121404647	-3.71	Not significant	Venom + JPM-OEt 50mg vs NaCl	Glud1
Q9CQI6	-1.16	17.04	-2.4938848659116504	0.021348850634799518	0.13055643272819703	-3.73	Not significant	Venom + JPM-OEt 50mg vs NaCl	Cotl1
Q8BP40	0.91	15.61	2.4689464672773336	0.02251838188486695	0.13499840555355277	-3.8	Not significant	Venom + JPM-OEt 50mg vs NaCl	Acp6
Q8K0L3	1.22	16.48	2.4678196276997455	0.02257261456740947	0.13499840555355277	-3.8	Not significant	Venom + JPM-OEt 50mg vs NaCl	Acsm2
Q61207	-1.42	18.56	-2.4649351336276473	0.022711995902877587	0.13499840555355277	-3.81	Not significant	Venom + JPM-OEt 50mg vs NaCl	Psap
Q9JLT2	-0.77	17.62	-2.4326987806558376	0.024325271874717374	0.14193461387449768	-3.83	Not significant	Venom + JPM-OEt 50mg vs NaCl	Treh
Q9QZZ6	1.55	17.16	2.4507864179267793	0.023407380724992932	0.13784346426940283	-3.83	Not significant	Venom + JPM-OEt 50mg vs NaCl	Dpt
P16125	1.03	19.53	2.420319204428835	0.024972696016214647	0.14438758787556832	-3.86	Not significant	Venom + JPM-OEt 50mg vs NaCl	Ldhb
O89020	-0.74	21.81	-2.408712754226299	0.02559420993386173	0.14664790556699153	-3.89	Not significant	Venom + JPM-OEt 50mg vs NaCl	Afm
P14152	0.76	20	2.395414426080497	0.02632397662634889	0.1494825815567669	-3.94	Not significant	Venom + JPM-OEt 50mg vs NaCl	Mdh1
P19001	-1.04	18.86	-2.3856639814114105	0.026871269233053108	0.15124006400196263	-3.96	Not significant	Venom + JPM-OEt 50mg vs NaCl	Krt19
Q923I7	-0.87	18.45	-2.363974244887333	0.028126764909986973	0.15421226278234235	-3.96	Not significant	Venom + JPM-OEt 50mg vs NaCl	Slc5a2
Q9WVJ9	0.95	18.91	2.3562769328366486	0.028585225336494755	0.15538635311120227	-3.97	Not significant	Venom + JPM-OEt 50mg vs NaCl	Efemp2
P52760	-1.48	16.71	-2.370799911209615	0.027725924673509577	0.15408170269130647	-3.99	Not significant	Venom + JPM-OEt 50mg vs NaCl	Rida
O35448	-0.96	20.46	-2.3207943413618968	0.030789308946297715	0.16318333741537788	-3.99	Not significant	Venom + JPM-OEt 50mg vs NaCl	Ppt2
Q91X72	1.25	20.98	2.368495015978931	0.027860685235063277	0.15408170269130647	-3.99	Not significant	Venom + JPM-OEt 50mg vs NaCl	Hpx
P29416	-0.97	17.1	-2.336294607716381	0.02980785062171118	0.15930918483536394	-4.01	Not significant	Venom + JPM-OEt 50mg vs NaCl	Hexa
Q8BVE3	1.48	16.03	2.3462894465154474	0.02919039675615465	0.15733129099079962	-4.02	Not significant	Venom + JPM-OEt 50mg vs NaCl	Atp6v1h
P10107	-1.49	18.51	-2.191598065540986	0.04020282853222774	0.19668460728074494	-4.08	Not significant	Venom + JPM-OEt 50mg vs NaCl	Anxa1
P62259	-0.85	15.99	-2.2888897705778346	0.03290390532025808	0.17153183429249294	-4.08	Not significant	Venom + JPM-OEt 50mg vs NaCl	Ywhae
P63038	1.29	16.04	2.3122125013273056	0.03134543755165049	0.16475783704834474	-4.09	Not significant	Venom + JPM-OEt 50mg vs NaCl	Hspd1
P16110	-0.88	16.98	-2.239480591518083	0.03644339493318578	0.18286015897678606	-4.14	Not significant	Venom + JPM-OEt 50mg vs NaCl	Lgals3
P16675	-1	23.83	-2.1609463805919393	0.04279155121886124	0.20462726748267482	-4.15	Not significant	Venom + JPM-OEt 50mg vs NaCl	Ctsa
Q8VDN2	1.15	18.65	2.279645966486949	0.03354108141655045	0.17343193317826086	-4.15	Not significant	Venom + JPM-OEt 50mg vs NaCl	Atp1a1
E9Q5G3	-0.95	17.26	-2.2622962216632674	0.034767699674394345	0.17689805594331842	-4.15	Not significant	Venom + JPM-OEt 50mg vs NaCl	Kif23
Q8CFZ5	-0.78	16.03	-2.270070810096488	0.03421303589750322	0.1754797647646133	-4.17	Not significant	Venom + JPM-OEt 50mg vs NaCl	Slc22a12
Q8VCI0	-1.34	16.56	-2.1695783161826405	0.04204761483832974	0.2025930533119524	-4.18	Not significant	Venom + JPM-OEt 50mg vs NaCl	Plbd1
Q02819	-1.04	19.24	-2.236997864896134	0.03663013253126306	0.18286015897678606	-4.24	Not significant	Venom + JPM-OEt 50mg vs NaCl	Nucb1
P12961	1.55	16.32	2.234722467525214	0.03680204457394436	0.18286015897678606	-4.24	Not significant	Venom + JPM-OEt 50mg vs NaCl	Scg5
Q571E4	-1.56	20.52	-2.13150321347333	0.045419852124223545	0.21397797000745314	-4.26	Not significant	Venom + JPM-OEt 50mg vs NaCl	Galns
Q8BZT5	1.04	17.56	2.1872136099223978	0.04056416742001841	0.19693748457352447	-4.29	Not significant	Venom + JPM-OEt 50mg vs NaCl	Lrrc19
P04117	-1.93	16.66	-2.2067432561506286	0.038977110997647606	0.19216622166282074	-4.29	Not significant	Venom + JPM-OEt 50mg vs NaCl	Fabp4
P01898	-0.93	19.14	-2.010446077574903	0.05782691601814513	0.25540221241347433	-4.31	Not significant	Venom + JPM-OEt 50mg vs NaCl	H2-Q10
Q04519	-1.08	19.2	-2.1505438326160276	0.04370396026239753	0.20743073676779722	-4.37	Not significant	Venom + JPM-OEt 50mg vs NaCl	Smpd1
Q8C165	-0.81	19.1	-1.905247399998757	0.07097983087577854	0.2937489732595861	-4.4	Not significant	Venom + JPM-OEt 50mg vs NaCl	Pm20d1
P05202	0.84	16.22	2.086942707422968	0.04967620544301007	0.22669686799373862	-4.41	Not significant	Venom + JPM-OEt 50mg vs NaCl	Got2
Q8CHT0	1.37	15.12	2.1171882631627734	0.04674980369901602	0.21545561704763905	-4.43	Not significant	Venom + JPM-OEt 50mg vs NaCl	Aldh4a1
E9Q557	-1.79	17.31	-2.1259312902820624	0.0459333952418279	0.2148061718661952	-4.44	Not significant	Venom + JPM-OEt 50mg vs NaCl	Dsp
Q61247	-0.65	17	-2.1188946391221943	0.046589442176816126	0.21545561704763905	-4.45	Not significant	Venom + JPM-OEt 50mg vs NaCl	Serpinf2
P16858	0.95	17.63	2.08467810092578	0.049901826287929885	0.22669686799373862	-4.48	Not significant	Venom + JPM-OEt 50mg vs NaCl	Gapdh
O35082	-0.94	18.06	-2.067131975235261	0.05168144031558425	0.23311628397667788	-4.52	Not significant	Venom + JPM-OEt 50mg vs NaCl	Kl
Q9QUH0	0.84	16.64	2.0355301962360475	0.05503105722598567	0.24475351325683137	-4.53	Not significant	Venom + JPM-OEt 50mg vs NaCl	Glrx
Q9CZ52	-0.78	16.79	-2.0567176767283684	0.05276450167252779	0.23632551453329348	-4.56	Not significant	Venom + JPM-OEt 50mg vs NaCl	Antxr1
O35639	-1.12	16.6	-1.9128101919915992	0.06995288083119501	0.29269758032000015	-4.65	Not significant	Venom + JPM-OEt 50mg vs NaCl	Anxa3
P21614	1.29	18.29	1.979617144956033	0.06143638271662538	0.2658063905290731	-4.66	Not significant	Venom + JPM-OEt 50mg vs NaCl	Gc
E9Q555	2.54	15.9	1.9981019708017438	0.05924882161985012	0.2598775900015495	-4.66	Not significant	Venom + JPM-OEt 50mg vs NaCl	Rnf213
O35298	-1.04	19.59	-1.985298385096651	0.060756512607034796	0.26466535628817894	-4.67	Not significant	Venom + JPM-OEt 50mg vs NaCl	Aoah
P23953	-1.12	21.63	-1.955411952313341	0.06440941257830944	0.2767863945932757	-4.73	Not significant	Venom + JPM-OEt 50mg vs NaCl	Ces1c
P54754	0.59	17.9	1.9368855884288747	0.06677044786872016	0.2850067439228592	-4.76	Not significant	Venom + JPM-OEt 50mg vs NaCl	Ephb3
Q61771	0.89	17.19	1.9139451289767466	0.06979990389511904	0.29269758032000015	-4.78	Not significant	Venom + JPM-OEt 50mg vs NaCl	Kif3b
Q9JIZ9	-0.84	18.98	-1.8094652837294891	0.08517890177460181	0.3203901852547826	-4.78	Not significant	Venom + JPM-OEt 50mg vs NaCl	Plscr3
P45952	1.08	18.29	1.9209240674286276	0.06886569107072996	0.291990530139895	-4.79	Not significant	Venom + JPM-OEt 50mg vs NaCl	Acadm
Q8BFR4	-0.68	21.71	-1.900801158603554	0.07158976549565384	0.2937489732595861	-4.79	Not significant	Venom + JPM-OEt 50mg vs NaCl	Gns
Q9DBH5	1.02	19.43	1.9014341931060206	0.07150264511825422	0.2937489732595861	-4.82	Not significant	Venom + JPM-OEt 50mg vs NaCl	Lman2
Q7TMR0	-0.71	20.46	-1.8899825068441545	0.07309317564843855	0.2970263012362476	-4.84	Not significant	Venom + JPM-OEt 50mg vs NaCl	Prcp
Q8BM88	-1	19.08	-1.8883492921687173	0.07332253033662088	0.2970263012362476	-4.84	Not significant	Venom + JPM-OEt 50mg vs NaCl	Ctso
P45700	-0.78	17.31	-1.8793364708418032	0.0745996233592992	0.30028709149692595	-4.86	Not significant	Venom + JPM-OEt 50mg vs NaCl	Man1a1
Q62426	0.98	17.51	1.8731498058215668	0.07548752156249634	0.3007019112485985	-4.87	Not significant	Venom + JPM-OEt 50mg vs NaCl	Cstb
P25785	-1.01	14.23	-1.8720365134722836	0.07564827955939585	0.3007019112485985	-4.87	Not significant	Venom + JPM-OEt 50mg vs NaCl	Timp2
P10126	-0.5	17.81	-1.8165722139265208	0.08404620700072185	0.3203901852547826	-4.88	Not significant	Venom + JPM-OEt 50mg vs NaCl	Eef1a1
Q91XA9	1.21	16.97	1.862765708177855	0.07699866941486072	0.3041686568189529	-4.89	Not significant	Venom + JPM-OEt 50mg vs NaCl	Chia
Q60825	-0.81	17.23	-1.8506948983188323	0.07878851512303586	0.3093178741867334	-4.9	Not significant	Venom + JPM-OEt 50mg vs NaCl	Slc34a1
O54990	-0.79	17.59	-1.8216198599604598	0.08324969645618562	0.3203901852547826	-4.91	Not significant	Venom + JPM-OEt 50mg vs NaCl	Prom1
Q8CGR5	-1.51	17.77	-1.842484219085344	0.08002667573786909	0.31225132373794323	-4.92	Not significant	Venom + JPM-OEt 50mg vs NaCl	Klk14
P35459	1.26	17.6	1.8364782192080338	0.08094310150493139	0.31390129608009976	-4.93	Not significant	Venom + JPM-OEt 50mg vs NaCl	Ly6d
Q99KR8	-0.74	18.23	-1.8098359147733405	0.08511950476796444	0.3203901852547826	-4.96	Not significant	Venom + JPM-OEt 50mg vs NaCl	Fuca2
P61982	0.72	16.84	1.8069812696614196	0.0855779179265424	0.3203901852547826	-4.96	Not significant	Venom + JPM-OEt 50mg vs NaCl	Ywhag
Q8R3G9	0.49	17.02	1.8066026087042109	0.08563888599577521	0.3203901852547826	-4.98	Not significant	Venom + JPM-OEt 50mg vs NaCl	Tspan8
Q9WVM1	-1.49	17.49	-1.8016546562631786	0.08643902732971866	0.3214925227000062	-4.98	Not significant	Venom + JPM-OEt 50mg vs NaCl	Racgap1
P18242	-0.72	21.58	-1.7281619825289711	0.09910809539467667	0.3502429066623835	-5.01	Not significant	Venom + JPM-OEt 50mg vs NaCl	Ctsd
Q8CFZ4	-0.81	16.17	-1.7616021160796713	0.09315795241403622	0.3385626156304402	-5.01	Not significant	Venom + JPM-OEt 50mg vs NaCl	Gpc3
P11438	-0.88	18.71	-1.7620474924794296	0.09308082829370248	0.3385626156304402	-5.01	Not significant	Venom + JPM-OEt 50mg vs NaCl	Lamp1
P52480	0.69	17.92	1.503198070229512	0.14815243571969836	0.4282952232624007	-5.02	Not significant	Venom + JPM-OEt 50mg vs NaCl	Pkm
Q80W54	-0.88	16.83	-1.7752769803679342	0.09081491601170545	0.33510699403868427	-5.03	Not significant	Venom + JPM-OEt 50mg vs NaCl	Zmpste24
Q9D687	-0.61	18.57	-1.7455814828232186	0.09596904942420169	0.3448379403039112	-5.03	Not significant	Venom + JPM-OEt 50mg vs NaCl	Slc6a19
P18760	-1.07	17.25	-1.7732832484167838	0.09115331756083707	0.33510699403868427	-5.03	Not significant	Venom + JPM-OEt 50mg vs NaCl	Cfl1
Q66K08	-0.88	17.82	-1.7230481587205053	0.10004618590171452	0.3502429066623835	-5.03	Not significant	Venom + JPM-OEt 50mg vs NaCl	Cilp
P07309	-1.29	20.17	-1.7525429811664093	0.09473868788121392	0.34235116757075035	-5.04	Not significant	Venom + JPM-OEt 50mg vs NaCl	Ttr
Q9JLB4	-0.82	20.44	-1.7243074386050488	0.09981447751475828	0.3502429066623835	-5.08	Not significant	Venom + JPM-OEt 50mg vs NaCl	Cubn
Q9QUI0	1.14	15.11	1.73880706693494	0.09717951605112668	0.3472256865646998	-5.08	Not significant	Venom + JPM-OEt 50mg vs NaCl	Rhoa
P07141	0.67	16.62	1.7065440250386252	0.10312579730426624	0.3526236940081362	-5.1	Not significant	Venom + JPM-OEt 50mg vs NaCl	Csf1
O08677	0.52	22.23	1.7220686012927156	0.1002267437304305	0.3502429066623835	-5.11	Not significant	Venom + JPM-OEt 50mg vs NaCl	Kng1
P16460	-0.66	18.14	-1.714993941467913	0.10153909356946801	0.3526236940081362	-5.12	Not significant	Venom + JPM-OEt 50mg vs NaCl	Ass1
P06909	-0.85	18.5	-1.6203379699640794	0.12055660854431963	0.38736357064501875	-5.12	Not significant	Venom + JPM-OEt 50mg vs NaCl	Cfh
Q9R0E2	0.44	19.28	1.6611884075048189	0.1120088195998892	0.3713610132282965	-5.13	Not significant	Venom + JPM-OEt 50mg vs NaCl	Plod1
O55135	0.71	16.35	1.7076532790506849	0.10291630340614591	0.3526236940081362	-5.13	Not significant	Venom + JPM-OEt 50mg vs NaCl	Eif6
Q61805	0.94	16.82	1.707203035601125	0.1030012925664119	0.3526236940081362	-5.13	Not significant	Venom + JPM-OEt 50mg vs NaCl	Lbp
Q4KML4	0.91	18.98	1.6578239268670591	0.1126928860897189	0.3713610132282965	-5.13	Not significant	Venom + JPM-OEt 50mg vs NaCl	Abracl
P49935	0.81	15.48	1.6829569003293237	0.1076674229086769	0.3636557262094546	-5.13	Not significant	Venom + JPM-OEt 50mg vs NaCl	Ctsh
P55849	0.84	19.25	1.6857027513712606	0.10713010531966899	0.3636557262094546	-5.14	Not significant	Venom + JPM-OEt 50mg vs NaCl	Dsc1
Q9WV54	-0.82	21.77	-1.6809199345776595	0.10806750354337566	0.3636557262094546	-5.16	Not significant	Venom + JPM-OEt 50mg vs NaCl	Asah1
O88531	-0.62	19.5	-1.6596649014637477	0.11231814175750651	0.3713610132282965	-5.19	Not significant	Venom + JPM-OEt 50mg vs NaCl	Ppt1
P47199	0.73	17.16	1.6591209506780533	0.11242875700059589	0.3713610132282965	-5.2	Not significant	Venom + JPM-OEt 50mg vs NaCl	Cryz
O09051	0.8	20.77	1.5488548983134751	0.13683230757712764	0.41244240577750324	-5.2	Not significant	Venom + JPM-OEt 50mg vs NaCl	Guca2b
P02535	-1.71	20.23	-1.5397574931557583	0.1390289359780569	0.41708680793417074	-5.21	Not significant	Venom + JPM-OEt 50mg vs NaCl	Krt10
Q08189	-1.52	17.07	-1.5839034285856732	0.12863713631060078	0.3980305938750598	-5.22	Not significant	Venom + JPM-OEt 50mg vs NaCl	Tgm3
P14824	0.91	16.84	1.6212596019213883	0.12035786828449484	0.38736357064501875	-5.22	Not significant	Venom + JPM-OEt 50mg vs NaCl	Anxa6
Q8BLK3	-0.7	16	-1.646050216753215	0.11511463740571326	0.37649433118880077	-5.22	Not significant	Venom + JPM-OEt 50mg vs NaCl	Lsamp
P28741	0.75	16.45	1.6445104589310207	0.11543458267581155	0.37649433118880077	-5.23	Not significant	Venom + JPM-OEt 50mg vs NaCl	Kif3a
O08709	-1.08	17.32	-1.6089709176995255	0.12303056803505312	0.38736357064501875	-5.25	Not significant	Venom + JPM-OEt 50mg vs NaCl	Prdx6
P33587	0.65	19.96	1.6184219781764875	0.12097065561074781	0.38736357064501875	-5.26	Not significant	Venom + JPM-OEt 50mg vs NaCl	Proc
P57746	0.71	15.06	1.6121746224594593	0.12232902695122227	0.38736357064501875	-5.27	Not significant	Venom + JPM-OEt 50mg vs NaCl	Atp6v1d
P63082	-1.38	17.04	-1.611073641947154	0.12256973773222057	0.38736357064501875	-5.27	Not significant	Venom + JPM-OEt 50mg vs NaCl	Atp6v0c
P99024	-0.57	16.79	-1.6008174201712868	0.12483125007483105	0.3910969214167121	-5.28	Not significant	Venom + JPM-OEt 50mg vs NaCl	Tubb5
P39061	-0.63	17.14	-1.6093405800263174	0.12294944811663797	0.38736357064501875	-5.28	Not significant	Venom + JPM-OEt 50mg vs NaCl	Col18a1
O55134	-0.63	18.35	-1.4165032961623882	0.1717580268106185	0.45706320105252457	-5.28	Not significant	Venom + JPM-OEt 50mg vs NaCl	Pcdh12
O54782	-0.61	20.35	-1.5847064413567786	0.12845427948314733	0.3980305938750598	-5.29	Not significant	Venom + JPM-OEt 50mg vs NaCl	Man2b2
Q8VCG4	-0.67	16.26	-1.4408072241711973	0.16485288431832482	0.45316662792117923	-5.29	Not significant	Venom + JPM-OEt 50mg vs NaCl	C8g
P61971	1.02	20.98	1.5296839287103638	0.14149523061818078	0.4224928012824553	-5.31	Not significant	Venom + JPM-OEt 50mg vs NaCl	Nutf2
Q68FD5	1.13	19.37	1.5826549692775855	0.12892185902242503	0.3980305938750598	-5.32	Not significant	Venom + JPM-OEt 50mg vs NaCl	Cltc
P05064	1.5	18.63	1.5493307452935519	0.13671820750071587	0.41244240577750324	-5.32	Not significant	Venom + JPM-OEt 50mg vs NaCl	Aldoa
P98197	0.74	15.32	1.4492786688695662	0.16249944378423756	0.4493462880294569	-5.33	Not significant	Venom + JPM-OEt 50mg vs NaCl	Atp11a
Q60605	-1.2	13.27	-1.5690365176767216	0.13206197565052735	0.4043784293678002	-5.34	Not significant	Venom + JPM-OEt 50mg vs NaCl	Myl6
P24472	-1.02	17.73	-1.5682315992990215	0.1322495492272051	0.4043784293678002	-5.34	Not significant	Venom + JPM-OEt 50mg vs NaCl	Gsta4
P30412	0.9	15.27	1.5500127406614128	0.1365548141097317	0.41244240577750324	-5.36	Not significant	Venom + JPM-OEt 50mg vs NaCl	Ppic
Q9ET22	-0.78	23.06	-1.483058886221786	0.15338477083310287	0.4355031886154171	-5.36	Not significant	Venom + JPM-OEt 50mg vs NaCl	Dpp7
Q9Z0Z4	-0.56	15.48	-1.5050147091468966	0.1476877466429325	0.4282952232624007	-5.37	Not significant	Venom + JPM-OEt 50mg vs NaCl	Heph
Q9JJU8	0.72	16.16	1.5177829389818416	0.14445537036413228	0.4273191421004099	-5.39	Not significant	Venom + JPM-OEt 50mg vs NaCl	Sh3bgrl
Q9Z222	0.58	17.35	1.4928861939266023	0.15081296455932677	0.43205876333212534	-5.4	Not significant	Venom + JPM-OEt 50mg vs NaCl	B3GNT2
P04939	1.12	26.59	1.5198577014751162	0.14393567122201512	0.4273191421004099	-5.4	Not significant	Venom + JPM-OEt 50mg vs NaCl	Mup3
O54901	-0.51	18.05	-1.509696151689243	0.14649576821633797	0.4282952232624007	-5.42	Not significant	Venom + JPM-OEt 50mg vs NaCl	Cd200
Q920A5	-0.86	19.18	-1.5071434716299914	0.1471447417004888	0.4282952232624007	-5.42	Not significant	Venom + JPM-OEt 50mg vs NaCl	Scpep1
Q9R0P5	-0.69	18.23	-1.505024202684548	0.14768532138138873	0.4282952232624007	-5.43	Not significant	Venom + JPM-OEt 50mg vs NaCl	Dstn
Q8C6C9	-1.02	19.13	-1.497740016755428	0.1495558096464654	0.4303959046839457	-5.43	Not significant	Venom + JPM-OEt 50mg vs NaCl	Leg1
O88307	0.49	17.19	1.4686189394241553	0.15722861965907975	0.44246638098749874	-5.44	Not significant	Venom + JPM-OEt 50mg vs NaCl	Sorl1
Q8VI78	-0.75	18.83	-1.4363949920372454	0.16608952261968019	0.45316662792117923	-5.44	Not significant	Venom + JPM-OEt 50mg vs NaCl	Pla1a
Q9R0B9	-0.41	19.34	-1.4520937205138662	0.16172345453294662	0.4493462880294569	-5.44	Not significant	Venom + JPM-OEt 50mg vs NaCl	Plod2
P10810	0.39	16.37	1.4897565899958476	0.15162812234517056	0.4324461247153743	-5.45	Not significant	Venom + JPM-OEt 50mg vs NaCl	Cd14
P07356	-0.96	18.21	-1.3802302361992833	0.1824943493690279	0.47374043346408873	-5.45	Not significant	Venom + JPM-OEt 50mg vs NaCl	Anxa2
O35744	-0.85	15.67	-1.4233984559049824	0.16977573943361463	0.4554300904194031	-5.45	Not significant	Venom + JPM-OEt 50mg vs NaCl	Chil3
